taxon,intercept,timeT2,timeT3,Aatrex,Clarity,Hand,Powermax,Rsquared,Kingdom,Phylum,Class,Order,Family,Genus,Species
centroid.otu416,-2.895538299,-0.028407204,-0.057553583,-0.004086236,-0.07233132,0.044289537,0.238309858,0.082699329,k:Bacteria,p:Gemmatimonadetes,c:Gemmatimonadetes,o:N1423WL,NA,NA,NA
centroid.otu423,-2.867491258,-0.087252183,-0.039408091,-0.063103436,0.043010081,-0.153155168,-0.196456106,0.069226951,k:Bacteria,p:WS3,c:PRR-12,o:Sediment-1,NA,NA,NA
centroid.otu427,-3.0567901,0.077988107,0.125750615,0.134355382,0.128884606,0.053875368,0.082079719,0.035364304,k:Bacteria,p:Actinobacteria,c:Acidimicrobiia,o:Acidimicrobiales,f:C111,NA,NA
centroid.otu428,-3.115090378,-0.00870136,0.108989388,-0.005959793,0.240542502,0.051528204,0.052097633,0.104703517,k:Bacteria,p:Planctomycetes,c:Phycisphaerae,o:WD2101,NA,NA,NA
centroid.otu432,-2.972242724,0.010868774,0.0129585,0.051801943,-0.027752799,0.022201827,-0.013033452,0.005931947,k:Bacteria,p:Planctomycetes,c:Phycisphaerae,o:WD2101,NA,NA,NA
centroid.otu435,-2.946435323,-0.022251871,0.091242748,-0.038801255,-0.033582055,-0.036758397,-0.059481485,0.021515648,k:Bacteria,p:Acidobacteria,c:[Chloracidobacteria],NA,NA,NA,NA
centroid.otu439,-2.983392856,-0.073276761,-0.028550735,0.058356018,-0.010541832,-0.058567059,-0.052965607,0.021337045,k:Bacteria,p:Planctomycetes,c:Phycisphaerae,o:WD2101,NA,NA,NA
centroid.otu441,-3.093822695,0.00129521,-0.0233833,0.067665276,0.277305156,-0.084451302,0.202348628,0.136312511,k:Bacteria,p:Planctomycetes,c:Planctomycetia,o:Gemmatales,f:Gemmataceae,g:Gemmata,NA
centroid.otu449,-3.059472297,0.059105667,0.134245813,0.068772746,0.088576033,0.053782048,-0.047747563,0.053346328,k:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Rhizobiales,f:Hyphomicrobiaceae,NA,NA
centroid.otu45,-2.292288088,0.041121156,0.064725859,-0.001963162,-0.141256683,-0.061415437,0.026822699,0.045726011,k:Bacteria,p:Acidobacteria,c:[Chloracidobacteria],o:RB41,NA,NA,NA
centroid.otu450,-2.905012995,-0.001302317,-0.055761071,-0.056642335,-0.112375073,0.090325936,-0.15818814,0.061988605,k:Bacteria,p:Chloroflexi,c:Ellin6529,NA,NA,NA,NA
centroid.otu457,-3.026836194,0.025728397,0.056554075,0.041991568,0.157437755,0.114247823,-0.048426662,0.050274524,k:Bacteria,p:Actinobacteria,c:Actinobacteria,o:Actinomycetales,f:Intrasporangiaceae,NA,NA
centroid.otu459,-3.011741648,-0.054463598,0.014759489,0.042610027,0.085192218,0.028430437,-0.028448111,0.020592395,k:Bacteria,p:Acidobacteria,c:Acidobacteria-6,o:iii1-15,NA,NA,NA
centroid.otu469,-2.871425223,-0.056189469,-0.120380443,-0.028175606,-0.123940659,-0.114006031,0.004240419,0.038968984,k:Bacteria,p:Actinobacteria,c:Acidimicrobiia,o:Acidimicrobiales,NA,NA,NA
centroid.otu471,-2.715285702,-0.163355163,-0.220396672,0.110064515,-0.01448564,-0.076334089,-0.080841871,0.039397377,k:Bacteria,p:Verrucomicrobia,c:Verrucomicrobiae,o:Verrucomicrobiales,f:Verrucomicrobiaceae,g:Luteolibacter,NA
centroid.otu473,-2.939287286,0.056077627,-0.017588568,-0.010088846,-0.100194255,0.053610508,0.038866749,0.033801391,k:Bacteria,p:Acidobacteria,c:[Chloracidobacteria],o:RB41,f:Ellin6075,NA,NA
centroid.otu474,-2.916480624,0.024254399,-0.036314735,-0.033283316,-0.137958769,-0.093762749,-0.087693025,0.025852892,k:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Rhizobiales,f:Bradyrhizobiaceae,NA,NA
centroid.otu483,-3.016028711,0.022692108,-0.050285877,0.066172023,0.072558221,0.006721016,-0.009292554,0.016104755,k:Bacteria,p:Acidobacteria,c:[Chloracidobacteria],o:RB41,f:Ellin6075,NA,NA
centroid.otu488,-3.099655678,-0.067251091,-0.027751314,0.318140061,0.179273015,0.24327762,0.178890753,0.094608449,k:Bacteria,p:Acidobacteria,c:S035,NA,NA,NA,NA
centroid.otu489,-2.904024321,-0.08408747,-0.000465577,-0.001857496,-0.046160756,0.091661268,0.110713938,0.038997574,k:Bacteria,p:Nitrospirae,c:Nitrospira,o:Nitrospirales,f:0319-6A21,NA,NA
centroid.otu49,-2.349174315,0.019111456,-0.022505649,0.078660761,0.016955185,0.007242481,-0.044461485,0.017545683,k:Bacteria,p:Acidobacteria,c:Acidobacteria-6,o:iii1-15,NA,NA,NA
centroid.otu495,-2.942248672,-0.058155369,0.028712822,0.031711886,0.029763757,0.072635918,-0.108026629,0.040084102,k:Bacteria,p:Chloroflexi,NA,NA,NA,NA,NA
centroid.otu497,-2.991425191,-0.018221009,0.020278595,-0.071572018,0.018077169,0.056935847,-0.181246194,0.043863392,k:Bacteria,p:Chloroflexi,c:Thermomicrobia,o:JG30-KF-CM45,NA,NA,NA
centroid.otu498,-2.976727399,-0.063054586,0.041195642,0.081962236,-0.031981803,-0.062561905,-0.138412423,0.068870511,k:Bacteria,p:Proteobacteria,c:Betaproteobacteria,NA,NA,NA,NA
centroid.otu505,-3.067205458,0.012692568,-0.028277355,0.280432644,0.288888614,0.067925142,0.022671729,0.093422702,k:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Rhizobiales,f:Hyphomicrobiaceae,NA,NA
centroid.otu509,-3.000714849,0.009137162,-0.026396145,0.113460234,-0.100985215,0.047915883,-0.023538458,0.051419216,k:Bacteria,p:Acidobacteria,c:[Chloracidobacteria],o:RB41,NA,NA,NA
centroid.otu523,-3.09810157,0.024092725,-0.060287753,0.055293554,0.061392813,0.055856211,-0.006701118,0.021964299,k:Bacteria,p:Acidobacteria,c:Acidobacteria-6,o:iii1-15,NA,NA,NA
centroid.otu534,-2.985699143,0.041510835,0.055872296,-0.047246318,-0.024678087,-0.002957994,0.023850608,0.008765477,k:Bacteria,p:Actinobacteria,c:Actinobacteria,o:Actinomycetales,NA,NA,NA
centroid.otu537,-2.827079533,-0.147882675,-0.058909398,-0.006726211,-0.225227918,-0.004075271,-0.072805062,0.070687468,k:Bacteria,p:Actinobacteria,c:Acidimicrobiia,o:Acidimicrobiales,f:Iamiaceae,g:Iamia,NA
centroid.otu544,-3.001324417,0.149829982,0.045492589,-0.038914861,-0.051373518,-0.050500982,-0.105762879,0.032516847,k:Bacteria,p:Acidobacteria,c:Acidobacteria-6,o:iii1-15,f:mb2424,NA,NA
centroid.otu55,-2.428862351,-0.155600466,-0.065177994,0.001439227,0.161352326,0.124832995,-0.019548448,0.084675229,k:Bacteria,p:Planctomycetes,c:Planctomycetia,o:Gemmatales,f:Isosphaeraceae,NA,NA
centroid.otu555,-3.000468543,-0.026759935,0.055817148,0.064015929,0.098716883,-0.02827156,-0.106477499,0.047766727,k:Bacteria,p:Actinobacteria,c:Actinobacteria,o:Actinomycetales,f:Intrasporangiaceae,g:Janibacter,NA
centroid.otu557,-2.936611766,0.013333628,0.026091344,-0.079440617,-0.099832856,-0.179708735,-0.147222916,0.039409679,k:Bacteria,p:Actinobacteria,c:Thermoleophilia,o:Gaiellales,f:Gaiellaceae,NA,NA
centroid.otu559,-3.01496286,0.018030484,0.071971485,0.079691684,-0.047763869,0.064324078,-0.077980632,0.041523605,k:Bacteria,p:Chloroflexi,c:Thermomicrobia,o:JG30-KF-CM45,NA,NA,NA
centroid.otu56,-2.480066083,-0.08836814,-0.065483628,0.015862019,0.125166838,0.065629916,0.042496349,0.028519848,k:Bacteria,p:Planctomycetes,c:Planctomycetia,o:Planctomycetales,f:Planctomycetaceae,g:Planctomyces,NA
centroid.otu562,-3.07451423,-0.087514373,-0.021462033,-0.03725497,0.012665722,0.107856596,-0.043006921,0.04528094,k:Bacteria,p:Planctomycetes,c:Phycisphaerae,o:WD2101,NA,NA,NA
centroid.otu569,-3.07990454,0.123183271,-0.058878701,-0.057588345,0.10521408,-0.068866673,0.038736397,0.078700509,k:Bacteria,p:Planctomycetes,c:Planctomycetia,o:Gemmatales,f:Gemmataceae,g:Gemmata,NA
centroid.otu57,-2.421910081,-0.027034862,-0.039348788,0.238669796,0.002829057,0.043190585,0.021860139,0.087532567,k:Bacteria,p:Acidobacteria,c:Acidobacteria-6,o:iii1-15,f:mb2424,NA,NA
centroid.otu574,-2.990547451,-0.121984863,-0.118779868,0.185027137,0.0319691,0.018191577,0.09849621,0.051093982,k:Bacteria,p:Proteobacteria,c:Deltaproteobacteria,o:Myxococcales,f:Haliangiaceae,NA,NA
centroid.otu577,-3.070936039,0.056167947,0.084615326,0.039684354,-0.040026923,0.107729888,0.190504709,0.070367463,k:Bacteria,p:Actinobacteria,c:Actinobacteria,o:Actinomycetales,f:Intrasporangiaceae,g:Phycicoccus,NA
centroid.otu581,-3.03008532,0.048964419,-0.01583789,0.066126345,0.019665459,0.029460351,-0.012254728,0.011962473,k:Bacteria,p:Acidobacteria,c:[Chloracidobacteria],o:11-24,NA,NA,NA
centroid.otu582,-3.097391109,-0.050845165,0.017662164,0.084684504,0.12775773,0.037239502,0.08922711,0.020994376,k:Bacteria,p:Planctomycetes,c:Phycisphaerae,o:WD2101,NA,NA,NA
centroid.otu588,-2.462947371,-0.199988019,-0.034210139,-0.149322362,-0.45817469,-0.122216191,0.400594447,0.050849697,k:Bacteria,p:Cyanobacteria,c:Oscillatoriophycideae,o:Oscillatoriales,f:Phormidiaceae,g:Phormidium,NA
centroid.otu589,-3.078376074,-0.02322721,0.136050566,0.049345492,-0.069688141,0.149466306,-0.012854439,0.071563382,k:Bacteria,p:Gemmatimonadetes,c:Gemmatimonadetes,NA,NA,NA,NA
centroid.otu600,-3.092677071,0.030062445,0.109175736,-0.149818855,0.027300346,-0.099742506,0.025382049,0.052686684,k:Bacteria,p:Planctomycetes,c:Planctomycetia,o:Planctomycetales,f:Planctomycetaceae,g:Planctomyces,NA
centroid.otu607,-2.975191355,0.011895253,-0.087102731,0.046850237,-0.024940614,-0.100070541,-0.105636402,0.039752116,k:Bacteria,p:Verrucomicrobia,c:[Pedosphaerae],o:[Pedosphaerales],NA,NA,NA
centroid.otu612,-3.005857294,-0.110126038,-0.000699969,0.048516988,0.087643839,-0.036003274,0.116397588,0.038227482,k:Bacteria,p:Chloroflexi,c:Anaerolineae,o:SBR1031,f:A4b,NA,NA
centroid.otu614,-2.944044417,-0.01483703,-0.003572678,-0.091355935,-0.118877208,-0.119912226,-0.078025463,0.016544585,k:Bacteria,p:Acidobacteria,c:Acidobacteria-6,o:iii1-15,NA,NA,NA
centroid.otu619,-3.017132109,-0.085661139,0.062747364,-0.008652958,-0.065155772,0.106184075,-0.055141174,0.04625746,k:Bacteria,p:Bacteroidetes,c:Cytophagia,o:Cytophagales,f:Cytophagaceae,NA,NA
centroid.otu62,-2.454301656,0.049006139,-0.003202464,0.116114543,-0.12869979,0.057162857,0.048845111,0.075578479,k:Bacteria,p:Acidobacteria,c:[Chloracidobacteria],o:RB41,NA,NA,NA
centroid.otu621,-2.832814397,-0.163526383,-0.059914922,-0.078713797,-0.145121045,0.015292306,-0.080580792,0.063959496,k:Bacteria,p:Actinobacteria,c:Acidimicrobiia,o:Acidimicrobiales,NA,NA,NA
centroid.otu627,-3.066395707,0.070158893,0.049598527,0.165830426,-0.000425606,0.022613065,0.070940789,0.028612143,k:Bacteria,p:Proteobacteria,c:Betaproteobacteria,o:Ellin6067,NA,NA,NA
centroid.otu629,-3.066064048,0.117432478,0.04550546,-0.114268745,-0.010877755,-0.097654264,-0.04909532,0.041319434,k:Bacteria,p:Planctomycetes,c:Phycisphaerae,o:WD2101,NA,NA,NA
centroid.otu63,-2.545727941,0.118829357,0.096056671,-0.158881415,0.093844391,-0.086284108,0.000654849,0.110690337,k:Bacteria,p:Planctomycetes,c:Phycisphaerae,o:WD2101,NA,NA,NA
centroid.otu638,-3.051780679,-0.454811212,-0.31862944,0.449992495,0.676567837,0.339712833,0.826649277,0.045433939,k:Bacteria,p:Cyanobacteria,c:Synechococcophycideae,o:Pseudanabaenales,NA,NA,NA
centroid.otu644,-3.106687864,0.059234564,-0.003224213,0.002821156,-0.076629904,0.065078054,0.151354212,0.048025937,k:Bacteria,p:Planctomycetes,c:Planctomycetia,o:Pirellulales,f:Pirellulaceae,NA,NA
centroid.otu651,-3.009991592,0.200725164,0.092050582,-0.019536932,-0.013407304,-0.208509288,0.101694171,0.060458677,k:Bacteria,p:Acidobacteria,c:[Chloracidobacteria],o:RB41,f:Ellin6075,NA,NA
centroid.otu66,-2.550512841,0.029429288,-0.032120853,0.027943083,0.116468043,0.022398801,0.02759208,0.022372299,k:Bacteria,p:Planctomycetes,c:Phycisphaerae,o:WD2101,NA,NA,NA
centroid.otu670,-3.106099035,-0.050841113,0.07365047,0.449437587,0.121555759,0.165251169,0.423272181,0.083755049,k:Bacteria,p:Cyanobacteria,c:Chloroplast,o:Stramenopiles,NA,NA,NA
centroid.otu679,-3.065363725,-0.102012764,-0.043018877,0.08872807,0.011006211,0.080560985,-0.001300594,0.025178784,k:Bacteria,p:Chloroflexi,c:Thermomicrobia,o:JG30-KF-CM45,NA,NA,NA
centroid.otu681,-3.062574374,-0.00965214,0.037883539,0.011949759,0.032828444,-0.041503711,0.05036633,0.008991732,k:Bacteria,p:Planctomycetes,c:Phycisphaerae,o:WD2101,NA,NA,NA
centroid.otu685,-2.896638288,0.016573375,0.215555034,-0.116406642,-0.189179374,-0.248831128,-0.295078453,0.068026085,k:Bacteria,p:Bacteroidetes,c:Cytophagia,o:Cytophagales,f:Cytophagaceae,g:Adhaeribacter,NA
centroid.otu694,-2.939042946,-0.04869065,0.004147843,-0.095926377,-0.01570007,-0.174780254,-0.036630745,0.035292668,k:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Rhodospirillales,NA,NA,NA
centroid.otu711,-3.167917569,-0.036972027,0.239081622,-0.019244589,0.147319098,-0.058465448,0.101055171,0.150284057,k:Bacteria,p:Acidobacteria,c:Acidobacteria-6,o:iii1-15,NA,NA,NA
centroid.otu713,-2.937922135,-0.028842773,0.171077718,-0.19352372,-0.13357571,-0.200612911,-0.125201023,0.062704802,k:Bacteria,p:Acidobacteria,c:Acidobacteria-6,o:iii1-15,f:RB40,NA,NA
centroid.otu719,-3.167450535,0.181106594,0.076332545,0.122418202,-0.020646099,-0.027759298,0.036902391,0.063870646,k:Bacteria,p:Acidobacteria,c:Acidobacteria-6,o:iii1-15,NA,NA,NA
centroid.otu72,-2.522892739,0.110644395,0.066466918,0.077811483,-0.052503309,0.079154569,0.013229082,0.046601618,k:Bacteria,p:Acidobacteria,c:Acidobacteria-6,o:iii1-15,NA,NA,NA
centroid.otu720,-3.058281157,-0.119822407,-0.031758451,0.086759096,0.090805801,0.137156363,0.018518931,0.031972939,k:Bacteria,p:Actinobacteria,c:Thermoleophilia,o:Gaiellales,f:Gaiellaceae,NA,NA
centroid.otu74,-2.420119746,-0.036031144,0.006575784,-0.067547,-0.083001525,0.022924286,-0.165394213,0.042335147,k:Bacteria,p:Actinobacteria,c:Thermoleophilia,o:Gaiellales,f:Gaiellaceae,NA,NA
centroid.otu743,-3.034451015,0.097320068,0.209188587,-0.10806752,-0.09492396,-0.118237037,0.061769574,0.074618109,k:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Sphingomonadales,f:Sphingomonadaceae,g:Kaistobacter,NA
centroid.otu745,-3.069511308,-0.038797679,0.0520243,-0.00856406,0.073820742,-0.043242413,0.032794835,0.022791258,k:Bacteria,p:Acidobacteria,c:Acidobacteria-6,o:iii1-15,NA,NA,NA
centroid.otu746,-2.902699366,0.278810689,-0.207167012,-0.026653178,-0.111034145,0.197230579,0.471833774,0.040267283,k:Bacteria,p:Cyanobacteria,c:Synechococcophycideae,o:Pseudanabaenales,NA,NA,NA
centroid.otu752,-2.987115936,-0.031796389,-0.027135119,0.012355702,-0.131633645,0.020715075,-0.171029861,0.041500339,k:Bacteria,p:Nitrospirae,c:Nitrospira,o:Nitrospirales,f:0319-6A21,NA,NA
centroid.otu760,-3.069944648,0.094209156,-0.047510755,-2.04E-05,0.00112696,0.031028273,0.036016107,0.023052657,k:Bacteria,p:Planctomycetes,c:Planctomycetia,o:Gemmatales,f:Isosphaeraceae,NA,NA
centroid.otu761,-3.104404331,0.024412545,-0.01862283,0.118386789,-0.094873879,0.045611872,0.109435265,0.063143235,k:Bacteria,p:Acidobacteria,c:Acidobacteria-6,o:iii1-15,f:mb2424,NA,NA
centroid.otu771,-3.202432148,0.126644951,0.031827821,0.125036129,0.036673592,0.063914599,0.070126693,0.038615721,k:Bacteria,p:Planctomycetes,c:Planctomycetia,o:Gemmatales,f:Isosphaeraceae,NA,NA
centroid.otu779,-2.804486764,-0.070329902,-0.073386737,0.14460153,0.103047983,-0.022965239,0.486420281,0.028028364,k:Bacteria,p:Cyanobacteria,c:Synechococcophycideae,o:Pseudanabaenales,NA,NA,NA
centroid.otu794,-3.131362814,0.065191319,0.02654331,0.060872286,0.018854364,0.169085245,-0.089129396,0.054395924,k:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Xanthomonadales,f:Sinobacteraceae,NA,NA
centroid.otu797,-3.073512436,0.096649367,0.023917244,-0.004039299,0.068803847,-0.053454094,0.010435638,0.022341418,k:Bacteria,p:Chloroflexi,c:Ellin6529,NA,NA,NA,NA
centroid.otu801,-3.053609923,0.0809007,0.054242634,-0.091998318,-0.070128754,-0.178595271,-0.005360794,0.037815934,k:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Caulobacterales,f:Caulobacteraceae,g:Phenylobacterium,NA
centroid.otu815,-3.012353537,0.044515665,0.016507277,-0.135287851,-0.058496942,0.009312815,-0.033548576,0.015047249,k:Bacteria,p:Chloroflexi,c:Anaerolineae,o:Caldilineales,f:Caldilineaceae,NA,NA
centroid.otu828,-3.161511338,0.062758948,0.086562834,0.05592495,-0.038340199,-0.047672042,0.023412858,0.025389598,k:Bacteria,p:Gemmatimonadetes,c:Gemm-5,NA,NA,NA,NA
centroid.otu83,-2.582756103,0.177834618,-0.010865944,0.082493602,0.013392754,0.005311607,0.074822026,0.083094337,k:Bacteria,p:Acidobacteria,c:Acidobacteria-6,o:iii1-15,f:mb2424,NA,NA
centroid.otu837,-3.19357664,0.211745923,-0.002046528,-0.105881167,0.124792862,0.043566195,0.160359077,0.101435908,k:Bacteria,p:Chloroflexi,c:Anaerolineae,o:CFB-26,NA,NA,NA
centroid.otu84,-2.586324952,0.034830934,0.02286415,-0.098219198,0.073390297,0.001247704,0.036900339,0.033185553,k:Bacteria,p:Planctomycetes,c:Phycisphaerae,o:WD2101,NA,NA,NA
centroid.otu843,-3.110273236,0.122080646,0.040543212,0.015261315,0.003853178,-0.117614207,-0.013004048,0.038398283,k:Bacteria,p:Actinobacteria,c:Rubrobacteria,o:Rubrobacterales,f:Rubrobacteraceae,g:Rubrobacter,NA
centroid.otu846,-3.149733945,0.192323079,0.098075064,0.136236941,-0.1860633,0.006385521,0.175587148,0.048115316,k:Bacteria,p:Gemmatimonadetes,c:Gemm-3,NA,NA,NA,NA
centroid.otu853,-2.983108887,-0.108085894,-0.162207282,-0.010563243,0.057527003,0.017524633,-0.025596745,0.043439881,k:Bacteria,p:Chloroflexi,c:S085,NA,NA,NA,NA
centroid.otu859,-3.046620469,0.045117089,0.090493559,-0.002400636,0.043691428,-0.058304576,0.012181416,0.012845169,k:Bacteria,p:Actinobacteria,c:Actinobacteria,o:Actinomycetales,f:Microbacteriaceae,g:Salinibacterium,NA
centroid.otu862,-3.082199352,-0.060082123,-0.007513896,0.129081408,0.018296594,0.05362564,0.015891755,0.015505757,k:Bacteria,p:Planctomycetes,c:Planctomycetia,o:Pirellulales,f:Pirellulaceae,g:Pirellula,NA
centroid.otu863,-3.239379176,0.074166107,0.019448536,0.098651681,0.028726817,0.138336889,0.103585109,0.026590203,k:Bacteria,p:Planctomycetes,c:Planctomycetia,o:Gemmatales,f:Isosphaeraceae,NA,NA
centroid.otu868,-3.121613086,0.049877585,0.107366447,0.097620367,0.086510046,0.103516909,0.043733311,0.015654246,k:Bacteria,p:Actinobacteria,c:Actinobacteria,o:Actinomycetales,f:Streptomycetaceae,g:Streptomyces,NA
centroid.otu869,-3.170187081,0.003723368,0.073579631,0.099913185,0.030221342,0.051564517,0.069298326,0.021267215,k:Bacteria,p:Actinobacteria,c:Actinobacteria,o:Actinomycetales,f:Pseudonocardiaceae,g:Pseudonocardia,NA
centroid.otu87,-2.594864638,-0.12033059,-0.060611507,0.137592982,0.083085388,0.00559836,0.032859857,0.032251297,k:Bacteria,p:Acidobacteria,c:Acidobacteria-6,o:iii1-15,NA,NA,NA
centroid.otu892,-3.122761151,-0.009663418,0.031320739,0.035897471,0.013512079,0.080314689,-0.031383852,0.016947954,k:Bacteria,p:Proteobacteria,c:Deltaproteobacteria,o:[Entotheonellales],f:[Entotheonellaceae],g:Candidatus_Entotheonella,NA
centroid.otu900,-3.16739481,0.060201467,0.005417149,0.087879863,0.044964188,0.082664936,0.164167764,0.029451443,k:Bacteria,p:Chloroflexi,c:Anaerolineae,o:Ardenscatenales,f:Ardenscatenaceae,g:Ardenscatena,NA
centroid.otu903,-2.959135067,-0.034620108,0.02095685,-0.020195853,-0.196386152,-0.202943506,-0.193697248,0.039890944,k:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Sphingomonadales,f:Erythrobacteraceae,NA,NA
centroid.otu92,-2.543427168,0.043252652,-0.007254993,-0.039608026,0.092097392,0.010859612,-0.05151614,0.028576501,k:Bacteria,p:Acidobacteria,c:Acidobacteria-6,o:iii1-15,NA,NA,NA
centroid.otu924,-3.190725169,-0.036612778,0.113767103,0.086994989,0.067613146,0.036197433,0.20958382,0.052768367,k:Bacteria,p:Actinobacteria,c:Rubrobacteria,o:Rubrobacterales,f:Rubrobacteraceae,NA,NA
centroid.otu929,-3.023423472,-0.019784803,-0.118276117,-0.060462322,-0.040978373,-0.071228727,0.011717119,0.039917514,k:Bacteria,p:Chloroflexi,c:Ellin6529,NA,NA,NA,NA
centroid.otu932,-3.084973083,-0.027625007,0.003994255,-0.082373496,-0.034945803,-0.106286949,-0.045407604,0.010871952,k:Bacteria,p:Actinobacteria,c:Rubrobacteria,o:Rubrobacterales,f:Rubrobacteraceae,g:Rubrobacter,NA
centroid.otu935,-3.088248715,-0.007848608,0.051604131,0.082883406,-0.073962259,0.118718292,-0.08469294,0.053615953,k:Bacteria,p:Actinobacteria,c:Thermoleophilia,o:Solirubrobacterales,f:Solirubrobacteraceae,NA,NA
centroid.otu937,-3.940999436,0.899907357,0.163497769,1.09819157,1.002805215,1.075045444,1.4946767,0.020069135,k:Bacteria,p:Cyanobacteria,NA,NA,NA,NA,NA
centroid.otu939,-3.106186618,0.05955303,-0.00297339,0.001735672,0.013217152,0.077494478,-0.005987839,0.012591361,k:Bacteria,p:Gemmatimonadetes,c:Gemm-3,NA,NA,NA,NA
centroid.otu946,-3.235758172,0.049900355,0.073767544,0.194418551,0.109812159,0.256106182,0.19673732,0.027337763,k:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Rhizobiales,f:Methylocystaceae,NA,NA
centroid.otu951,-3.113526497,-0.016783736,0.017724647,-0.008261212,0.076404541,0.05059249,0.059848397,0.011065669,k:Bacteria,NA,NA,NA,NA,NA,NA
centroid.otu959,-3.058125916,-0.003967888,0.010806685,0.030141007,-0.078476113,-0.049139228,0.044635374,0.016758505,k:Bacteria,p:Armatimonadetes,c:[Fimbriimonadia],o:[Fimbriimonadales],f:[Fimbriimonadaceae],g:Fimbriimonas,NA
centroid.otu96,-2.535113456,-0.030812505,-0.060814435,-0.108539125,-0.007586535,-0.150540832,-0.143772033,0.04537315,k:Bacteria,p:Planctomycetes,c:Phycisphaerae,o:WD2101,NA,NA,NA
centroid.otu968,-3.174618839,-0.017464736,-0.079775946,0.185301651,0.126987952,0.162540257,0.131365899,0.03223956,k:Bacteria,p:Actinobacteria,c:Thermoleophilia,o:Solirubrobacterales,NA,NA,NA
centroid.otu987,-3.058248747,0.029804794,-0.084558999,-0.018115286,-0.141899138,4.59E-05,-0.069998581,0.03701426,k:Bacteria,p:Planctomycetes,c:Planctomycetia,o:Pirellulales,f:Pirellulaceae,NA,NA
centroid.otu988,-2.954731585,-0.112111163,-0.145795025,-0.174831136,-0.175415058,-0.116642774,-0.123792535,0.070551063,k:Bacteria,p:Planctomycetes,c:Planctomycetia,o:Gemmatales,f:Gemmataceae,g:Gemmata,NA
centroid.otu995,-2.963650769,-0.004138397,-0.029621955,-0.11208715,-0.090284509,-0.107073228,-0.131522013,0.016720201,k:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Rickettsiales,f:mitochondria,NA,NA